type,price,date
枇杷报价,14.5,2019-5-13
蓝莓报价,51,2019-5-13
龙眼,14.8,2019-5-13
荔枝,9.9,2019-5-13
椰子,9.84,2019-5-13
樱桃,26.53,2019-5-13
柿子,0.65,2019-5-13
木瓜,3.93,2019-5-10
菠萝,1.71,2019-5-10
葡萄,7.37,2019-5-10
柑橘,2.71,2019-5-10
梨,1.8,2019-5-10
猕猴桃报价,13.7,2019-5-10
芒果,4.18,2019-5-10
哈密瓜,2.64,2019-5-10
红提子,19.2,2019-5-10
毛桃,2.8,2019-5-10
草莓报价,8.92,2019-5-10
甘蔗,0.6,2019-5-10
柚子,2.26,2019-5-10
西瓜报价,1.49,2019-5-10
柠檬,4.02,2019-5-10
苹果,3.4,2019-5-10
香蕉,2.41,2019-5-10
脐橙报价,2.77,2019-5-10
鸭梨报价,10,2019-5-10
蜜桔,3.6,2019-5-10
金丝枣报价,4.8,2019-5-10
青枣报价,8.6,2019-5-10
山楂,3.77,2019-5-10
水蜜桃,6.73,2019-5-10
杨梅,30,2019-5-10
车厘子报价,28.88,2019-5-10
金桔,4.93,2019-5-10
枇杷报价,13.05,2019-5-10
石榴,12.74,2019-5-10
荔枝,9.39,2019-5-10
李子报价,10.59,2019-5-10
龙眼,23.88,2019-5-10
柿子,1.73,2019-5-10
木瓜,4.04,2019-4-30
樱桃,28.88,2019-5-10
蓝莓报价,47.33,2019-5-10
葡萄,7.24,2019-4-30
椰子,8.01,2019-5-10
柑橘,3,2019-4-30
梨,1.57,2019-4-30
哈密瓜,2.82,2019-4-30
猕猴桃报价,14.7,2019-4-30
芒果,4.43,2019-4-30
柠檬,4.11,2019-4-30
红提子,19.2,2019-4-30
菠萝,1.97,2019-4-30
毛桃,3.83,2019-4-30
草莓报价,9.12,2019-4-30
柚子,2.17,2019-4-30
苹果,2.96,2019-4-30
香蕉,2.1,2019-4-30
脐橙报价,2.66,2019-4-30
西瓜报价,1.46,2019-4-30
金丝枣报价,5,2019-4-30
鸭梨报价,9.6,2019-4-30
甘蔗,0.55,2019-4-30
蜜桔,7.4,2019-4-30
青枣报价,2.8,2019-4-30
杨梅,37,2019-4-30
石榴,10.78,2019-4-30
山楂,3.53,2019-4-30
李子报价,9.63,2019-4-30
车厘子报价,33.61,2019-4-30
水蜜桃,6.81,2019-4-30
金桔,4.65,2019-4-30
枇杷报价,16.81,2019-4-30
荔枝,9.69,2019-4-30
龙眼,15.22,2019-4-30
椰子,6.83,2019-4-30
樱桃,33.61,2019-4-30
蓝莓报价,46.54,2019-4-30
柿子,0.9,2019-4-30
木瓜,3.47,2019-5-9
哈密瓜,2.63,2019-5-9
菠萝,1.67,2019-5-9
葡萄,7.18,2019-5-9
柑橘,2.7,2019-5-9
梨,1.79,2019-5-9
猕猴桃报价,14.12,2019-5-9
芒果,4.2,2019-5-9
柠檬,3.96,2019-5-9
红提子,19.2,2019-5-9
毛桃,2.99,2019-5-9
草莓报价,8.27,2019-5-9
甘蔗,0.63,2019-5-9
柚子,2.14,2019-5-9
西瓜报价,1.45,2019-5-9
香蕉,2.51,2019-5-9
脐橙报价,2.51,2019-5-9
金丝枣报价,4.6,2019-5-9
鸭梨报价,10,2019-5-9
蜜桔,3.6,2019-5-9
石榴,12.44,2019-5-9
苹果,3.25,2019-5-9
车厘子报价,30.01,2019-5-9
李子报价,9.68,2019-5-9
水蜜桃,6.66,2019-5-9
杨梅,30,2019-5-9
金桔,5.02,2019-5-9
枇杷报价,11,2019-5-9
荔枝,8.79,2019-5-9
龙眼,23.88,2019-5-9
椰子,6.72,2019-5-9
青枣报价,7.95,2019-5-9
山楂,3.79,2019-5-9
樱桃,30.01,2019-5-9
蓝莓报价,47.33,2019-5-9
柿子,2.18,2019-5-9
木瓜,4.15,2019-4-28
菠萝,2.27,2019-4-28
柑橘,3.02,2019-4-28
梨,1.65,2019-4-28
哈密瓜,2.9,2019-4-28
猕猴桃报价,14.7,2019-4-28
芒果,4.15,2019-4-28
葡萄,7.5,2019-4-28
柠檬,3.99,2019-4-28
红提子,19.2,2019-4-28
柚子,2.23,2019-4-28
西瓜报价,1.43,2019-4-28
苹果,3.12,2019-4-28
毛桃,3.65,2019-4-28
甘蔗,0.54,2019-4-28
草莓报价,8.02,2019-4-28
香蕉,2.15,2019-4-28
脐橙报价,2.64,2019-4-28
金丝枣报价,5,2019-4-28
鸭梨报价,9.6,2019-4-28
蜜桔,7.4,2019-4-28
青枣报价,2.3,2019-4-28
山楂,3.35,2019-4-28
李子报价,11.17,2019-4-28
石榴,10.56,2019-4-28
车厘子报价,34.4,2019-4-28
水蜜桃,6.24,2019-4-28
杨梅,37,2019-4-28
金桔,4.66,2019-4-28
枇杷报价,18.48,2019-4-28
荔枝,9.56,2019-4-28
椰子,6.64,2019-4-28
哈密瓜,2.58,2019-5-8
龙眼,7.8,2019-4-28
樱桃,34.4,2019-4-28
蓝莓报价,50.07,2019-4-28
柿子,2.45,2019-4-28
木瓜,3.58,2019-5-8
菠萝,1.6,2019-5-8
葡萄,7.34,2019-5-8
柑橘,2.66,2019-5-8
梨,1.74,2019-5-8
猕猴桃报价,13.78,2019-5-8
芒果,3.96,2019-5-8
柠檬,4.03,2019-5-8
红提子,19.2,2019-5-8
草莓报价,8.42,2019-5-8
毛桃,2.87,2019-5-8
柚子,2.09,2019-5-8
甘蔗,0.6,2019-5-8
西瓜报价,1.43,2019-5-8
香蕉,2.5,2019-5-8
金丝枣报价,4.7,2019-5-8
鸭梨报价,9.6,2019-5-8
脐橙报价,2.58,2019-5-8
蜜桔,3.6,2019-5-8
青枣报价,8.93,2019-5-8
石榴,11.88,2019-5-8
山楂,3.91,2019-5-8
车厘子报价,28.36,2019-5-8
苹果,3.95,2019-5-8
水蜜桃,6.76,2019-5-8
杨梅,37,2019-5-8
李子报价,8.67,2019-5-8
金桔,4.96,2019-5-8
枇杷报价,13.06,2019-5-8
荔枝,9.32,2019-5-8
龙眼,23.88,2019-5-8
椰子,8.09,2019-5-8
樱桃,28.36,2019-5-8
蓝莓报价,44.98,2019-5-8
柿子,1.85,2019-5-8
木瓜,4.46,2019-4-25
哈密瓜,2.8,2019-4-25
葡萄,7.93,2019-4-25
菠萝,1.61,2019-4-25
梨,1.67,2019-4-25
柑橘,3.05,2019-4-25
猕猴桃报价,14.64,2019-4-25
芒果,4.6,2019-4-25
柠檬,4.04,2019-4-25
红提子,19.2,2019-4-25
草莓报价,9.43,2019-4-25
甘蔗,0.58,2019-4-25
西瓜报价,1.38,2019-4-25
苹果,3.87,2019-4-25
香蕉,2.15,2019-4-25
脐橙报价,2.68,2019-4-25
毛桃,3.6,2019-4-25
柚子,2.53,2019-4-25
金丝枣报价,4.8,2019-4-25
鸭梨报价,9,2019-4-25
蜜桔,7.4,2019-4-25
青枣报价,2.07,2019-4-25
石榴,10.5,2019-4-25
山楂,3.16,2019-4-25
李子报价,8.69,2019-4-25
水蜜桃,6.39,2019-4-25
金桔,5.05,2019-4-25
荔枝,11.27,2019-4-25
枇杷报价,18.42,2019-4-25
龙眼,5.9,2019-4-25
椰子,6,2019-4-25
樱桃,32.66,2019-4-25
车厘子报价,32.66,2019-4-25
蓝莓报价,50.07,2019-4-25
柿子,0.9,2019-4-25
榴莲报价,30.37,2019-4-25
木瓜,4.28,2019-5-6
杨梅,37,2019-4-25
哈密瓜,2.57,2019-5-6
葡萄,7.39,2019-5-6
梨,1.74,2019-5-6
猕猴桃报价,13.73,2019-5-6
芒果,4.37,2019-5-6
柠檬,3.86,2019-5-6
红提子,19.2,2019-5-6
菠萝,1.58,2019-5-6
毛桃,3.14,2019-5-6
柑橘,2.93,2019-5-6
草莓报价,8.4,2019-5-6
甘蔗,0.56,2019-5-6
柚子,1.88,2019-5-6
西瓜报价,1.44,2019-5-6
苹果,3.73,2019-5-6
香蕉,2.77,2019-5-6
脐橙报价,2.82,2019-5-6
金丝枣报价,4.7,2019-5-6
鸭梨报价,5.6,2019-5-6
蜜桔,3.6,2019-5-6
青枣报价,10.4,2019-5-6
石榴,12.43,2019-5-6
山楂,3.67,2019-5-6
李子报价,8.92,2019-5-6
车厘子报价,29.83,2019-5-6
水蜜桃,6.9,2019-5-6
杨梅,11.5,2019-5-6
金桔,5.39,2019-5-6
枇杷报价,13.62,2019-5-6
荔枝,10.19,2019-5-6
椰子,8.16,2019-5-6
樱桃,29.83,2019-5-6
蓝莓报价,45.98,2019-5-6
哈密瓜,2.66,2019-5-7
葡萄,7.41,2019-5-7
龙眼,23.88,2019-5-6
柿子,0.76,2019-5-6
柑橘,2.89,2019-5-7
菠萝,1.55,2019-5-7
梨,1.66,2019-5-7
猕猴桃报价,14.65,2019-5-7
芒果,4.36,2019-5-7
柠檬,3.95,2019-5-7
红提子,19.2,2019-5-7
毛桃,3.04,2019-5-7
草莓报价,8,2019-5-7
甘蔗,0.58,2019-5-7
西瓜报价,1.43,2019-5-7
柚子,2.05,2019-5-7
苹果,3.93,2019-5-7
香蕉,2.31,2019-5-7
脐橙报价,2.68,2019-5-7
金丝枣报价,4.7,2019-5-7
蜜桔,3.6,2019-5-7
青枣报价,8.93,2019-5-7
石榴,12.42,2019-5-7
李子报价,7.98,2019-5-7
车厘子报价,27.51,2019-5-7
水蜜桃,6.95,2019-5-7
山楂,3.72,2019-5-7
鸭梨报价,9.6,2019-5-7
杨梅,37,2019-5-7
金桔,5.4,2019-5-7
荔枝,9.69,2019-5-7
龙眼,15.35,2019-5-7
椰子,8.05,2019-5-7
蓝莓报价,43.48,2019-5-7
柿子,0.8,2019-5-7
木瓜,4.63,2019-5-5
枇杷报价,13.42,2019-5-7
樱桃,27.51,2019-5-7
哈密瓜,2.58,2019-5-5
菠萝,1.61,2019-5-5
葡萄,8,2019-5-5
柑橘,2.95,2019-5-5
猕猴桃报价,14.17,2019-5-5
柠檬,3.69,2019-5-5
梨,1.81,2019-5-5
毛桃,3.34,2019-5-5
草莓报价,7.97,2019-5-5
芒果,4.29,2019-5-5
甘蔗,0.52,2019-5-5
柚子,1.81,2019-5-5
西瓜报价,1.42,2019-5-5
苹果,3.25,2019-5-5
香蕉,2.72,2019-5-5
脐橙报价,2.76,2019-5-5
金丝枣报价,4.7,2019-5-5
石榴,11.93,2019-5-5
鸭梨报价,9.6,2019-5-5
蜜桔,3.6,2019-5-5
山楂,3.44,2019-5-5
青枣报价,10.4,2019-5-5
李子报价,10.3,2019-5-5
车厘子报价,30.09,2019-5-5
水蜜桃,6.63,2019-5-5
金桔,5.6,2019-5-5
枇杷报价,13.77,2019-5-5
荔枝,10.89,2019-5-5
龙眼,25.13,2019-5-5
杨梅,37,2019-5-5
椰子,8.22,2019-5-5
蓝莓报价,48.56,2019-5-5
樱桃,30.09,2019-5-5
葡萄,7.4,2019-4-29
柿子,0.65,2019-5-5
哈密瓜,2.78,2019-4-29
菠萝,1.87,2019-4-29
木瓜,4.16,2019-4-29
柑橘,2.95,2019-4-29
梨,1.63,2019-4-29
猕猴桃报价,14.88,2019-4-29
芒果,4.39,2019-4-29
柠檬,4.24,2019-4-29
红提子,19.2,2019-4-29
毛桃,3.45,2019-4-29
草莓报价,8.27,2019-4-29
甘蔗,0.57,2019-4-29
西瓜报价,1.44,2019-4-29
苹果,2.91,2019-4-29
香蕉,2.14,2019-4-29
金丝枣报价,5,2019-4-29
鸭梨报价,9.6,2019-4-29
蜜桔,7.4,2019-4-29
柚子,2.24,2019-4-29
青枣报价,2.3,2019-4-29
石榴,11.09,2019-4-29
山楂,3.53,2019-4-29
车厘子报价,30.92,2019-4-29
脐橙报价,2.67,2019-4-29
李子报价,9.66,2019-4-29
水蜜桃,6.69,2019-4-29
杨梅,37,2019-4-29
金桔,4.54,2019-4-29
枇杷报价,16.81,2019-4-29
荔枝,10.44,2019-4-29
龙眼,15.22,2019-4-29
椰子,6.72,2019-4-29
樱桃,30.92,2019-4-29
蓝莓报价,48.71,2019-4-29
柿子,2.45,2019-4-29
哈密瓜,2.75,2019-4-26
菠萝,1.75,2019-4-26
葡萄,7.73,2019-4-26
柑橘,2.88,2019-4-26
梨,1.67,2019-4-26
猕猴桃报价,15.43,2019-4-26
芒果,4.63,2019-4-26
柠檬,3.85,2019-4-26
红提子,25,2019-4-26
毛桃,3.84,2019-4-26
草莓报价,9.37,2019-4-26
甘蔗,0.6,2019-4-26
柚子,2.43,2019-4-26
木瓜,4.28,2019-4-26
香蕉,2.11,2019-4-26
脐橙报价,2.61,2019-4-26
金丝枣报价,4.9,2019-4-26
鸭梨报价,9,2019-4-26
西瓜报价,1.44,2019-4-26
苹果,3.25,2019-4-26
蜜桔,7.4,2019-4-26
水蜜桃,6.48,2019-4-26
青枣报价,2.3,2019-4-26
杨梅,37,2019-4-26
石榴,10.27,2019-4-26
山楂,3.31,2019-4-26
李子报价,9.69,2019-4-26
车厘子报价,31.35,2019-4-26
金桔,4.99,2019-4-26
枇杷报价,19.86,2019-4-26
荔枝,10.12,2019-4-26
龙眼,6.63,2019-4-26
椰子,5.96,2019-4-26
樱桃,31.35,2019-4-26
蓝莓报价,50.33,2019-4-26
柿子,0.9,2019-4-26
榴莲报价,28.11,2019-5-6
葡萄,7.38,2019-4-12
梨,1.63,2019-4-12
猕猴桃报价,14.32,2019-4-12
芒果,4.59,2019-4-12
柠檬,4.04,2019-4-12
红提子,25,2019-4-12
柑橘,3.56,2019-4-12
毛桃,3.96,2019-4-12
草莓报价,8.62,2019-4-12
脐橙报价,2.72,2019-4-12
甘蔗,0.52,2019-4-12
柚子,2.18,2019-4-12
西瓜报价,1.25,2019-4-12
苹果,3.57,2019-4-12
香蕉,2.19,2019-4-12
金丝枣报价,5.2,2019-4-12
蜜桔,6.1,2019-4-12
石榴,9.47,2019-4-12
山楂,3.03,2019-4-12
李子报价,10.99,2019-4-12
车厘子报价,35.3,2019-4-12
鸭梨报价,7.3,2019-4-12
青枣报价,2.42,2019-4-12
水蜜桃,6.42,2019-4-12
杨梅,16,2019-4-12
金桔,5.61,2019-4-12
枇杷报价,16.73,2019-4-12
荔枝,9.02,2019-4-12
龙眼,9.1,2019-4-12
椰子,8.09,2019-4-12
樱桃,35.3,2019-4-12
芒果,4.51,2019-4-24
蓝莓报价,48.08,2019-4-12
柠檬,3.83,2019-4-24
红提子,25,2019-4-24
梨,1.7,2019-4-24
柑橘,3.03,2019-4-24
猕猴桃报价,14.75,2019-4-24
草莓报价,8.99,2019-4-24
甘蔗,0.54,2019-4-24
柿子,0.5,2019-4-12
柚子,2.32,2019-4-24
西瓜报价,1.33,2019-4-24
苹果,3.84,2019-4-24
毛桃,4.12,2019-4-24
香蕉,2.07,2019-4-24
脐橙报价,2.56,2019-4-24
金丝枣报价,5,2019-4-24
蜜桔,7.4,2019-4-24
鸭梨报价,9,2019-4-24
青枣报价,2.8,2019-4-24
石榴,10.22,2019-4-24
山楂,3.2,2019-4-24
李子报价,8.43,2019-4-24
车厘子报价,33.32,2019-4-24
水蜜桃,6.17,2019-4-24
杨梅,11.5,2019-4-24
金桔,5.02,2019-4-24
枇杷报价,13.38,2019-4-24
荔枝,9.58,2019-4-24
龙眼,7.6,2019-4-24
椰子,6.33,2019-4-24
樱桃,33.32,2019-4-24
蓝莓报价,50.07,2019-4-24
柿子,2.3,2019-4-24
木瓜,4.93,2019-4-23
哈密瓜,2.71,2019-4-23
菠萝,1.26,2019-4-23
葡萄,7.92,2019-4-23
柑橘,2.99,2019-4-23
梨,1.58,2019-4-23
猕猴桃报价,13.87,2019-4-23
芒果,4.48,2019-4-23
柠檬,3.68,2019-4-23
红提子,19.2,2019-4-23
毛桃,4.07,2019-4-23
草莓报价,8.71,2019-4-23
甘蔗,0.54,2019-4-23
西瓜报价,1.38,2019-4-23
苹果,3.75,2019-4-23
香蕉,2.11,2019-4-23
金丝枣报价,4.8,2019-4-23
鸭梨报价,9,2019-4-23
脐橙报价,2.68,2019-4-23
蜜桔,7.4,2019-4-23
柚子,2.39,2019-4-23
青枣报价,2.8,2019-4-23
石榴,10.37,2019-4-23
山楂,3.14,2019-4-23
李子报价,9.32,2019-4-23
车厘子报价,34.28,2019-4-23
水蜜桃,6.41,2019-4-23
杨梅,11.5,2019-4-23
金桔,5.61,2019-4-23
枇杷报价,17.82,2019-4-23
荔枝,8.96,2019-4-23
龙眼,7.6,2019-4-23
蓝莓报价,49.91,2019-4-23
椰子,7.05,2019-4-23
柿子,2.3,2019-4-23
樱桃,31.77,2019-4-23
木瓜,4.93,2019-4-22
哈密瓜,2.65,2019-4-22
菠萝,1.31,2019-4-22
葡萄,7.92,2019-4-22
柑橘,3.17,2019-4-22
梨,1.6,2019-4-22
猕猴桃报价,13.43,2019-4-22
芒果,4.72,2019-4-22
柠檬,3.68,2019-4-22
红提子,25,2019-4-22
毛桃,3.74,2019-4-22
草莓报价,8.88,2019-4-22
甘蔗,0.51,2019-4-22
柚子,2.39,2019-4-22
西瓜报价,1.38,2019-4-22
苹果,3.74,2019-4-22
青枣报价,2.8,2019-4-22
石榴,10.76,2019-4-22
香蕉,2.11,2019-4-22
脐橙报价,2.59,2019-4-22
金丝枣报价,5,2019-4-22
鸭梨报价,5.6,2019-4-22
蜜桔,3.6,2019-4-22
山楂,3.17,2019-4-22
水蜜桃,6.41,2019-4-22
杨梅,11.5,2019-4-22
枇杷报价,19.59,2019-4-22
荔枝,8.96,2019-4-22
李子报价,9.32,2019-4-22
车厘子报价,34.28,2019-4-22
龙眼,8.7,2019-4-22
樱桃,34.28,2019-4-22
蓝莓报价,49.91,2019-4-22
柿子,2.3,2019-4-22
木瓜,4.88,2019-4-19
哈密瓜,2.52,2019-4-19
菠萝,1.93,2019-4-19
葡萄,7.86,2019-4-19
金桔,5.53,2019-4-22
柑橘,3.34,2019-4-19
猕猴桃报价,13.52,2019-4-19
芒果,4.19,2019-4-19
柠檬,3.95,2019-4-19
椰子,7.18,2019-4-22
梨,1.51,2019-4-19
苹果,3.07,2019-4-19
红提子,25,2019-4-19
毛桃,3.38,2019-4-19
草莓报价,8.41,2019-4-19
香蕉,2.45,2019-4-19
柚子,2.3,2019-4-19
西瓜报价,1.34,2019-4-19
脐橙报价,2.59,2019-4-19
金丝枣报价,5.1,2019-4-19
鸭梨报价,8.2,2019-4-19
蜜桔,7.6,2019-4-19
青枣报价,2.87,2019-4-19
石榴,11.06,2019-4-19
山楂,3.28,2019-4-19
甘蔗,0.54,2019-4-19
李子报价,10.61,2019-4-19
车厘子报价,35.26,2019-4-19
水蜜桃,6.55,2019-4-19
杨梅,11.5,2019-4-19
金桔,5.2,2019-4-19
龙眼,11.3,2019-4-19
枇杷报价,17.34,2019-4-19
荔枝,10.55,2019-4-19
椰子,6.11,2019-4-19
樱桃,35.26,2019-4-19
蓝莓报价,46.31,2019-4-19
柿子,2.3,2019-4-19
木瓜,4.93,2019-4-18
哈密瓜,2.55,2019-4-18
葡萄,7.92,2019-4-18
菠萝,1.88,2019-4-18
柑橘,3.53,2019-4-18
梨,1.45,2019-4-18
猕猴桃报价,12.89,2019-4-18
芒果,4.11,2019-4-18
柠檬,4.17,2019-4-18
红提子,25,2019-4-18
草莓报价,8.4,2019-4-18
毛桃,3.47,2019-4-18
甘蔗,0.58,2019-4-18
柚子,2.31,2019-4-18
西瓜报价,1.25,2019-4-18
苹果,3.08,2019-4-18
香蕉,3.68,2019-4-18
脐橙报价,2.57,2019-4-18
鸭梨报价,8.2,2019-4-18
金丝枣报价,5,2019-4-18
蜜桔,7.6,2019-4-18
青枣报价,3.4,2019-4-18
石榴,11.44,2019-4-18
山楂,3.31,2019-4-18
李子报价,10.66,2019-4-18
车厘子报价,36.62,2019-4-18
杨梅,16,2019-4-18
水蜜桃,6.75,2019-4-18
金桔,5.29,2019-4-18
枇杷报价,20.26,2019-4-18
龙眼,16.04,2019-4-18
椰子,6.18,2019-4-18
柿子,2.3,2019-4-18
荔枝,7.9,2019-4-18
樱桃,36.62,2019-4-18
蓝莓报价,49.87,2019-4-18
木瓜,4.12,2019-4-17
哈密瓜,2.33,2019-4-17
葡萄,7.74,2019-4-17
柑橘,3.55,2019-4-17
梨,1.56,2019-4-17
菠萝,1.79,2019-4-17
猕猴桃报价,14.3,2019-4-17
芒果,3.97,2019-4-17
柠檬,4.05,2019-4-17
红提子,19.2,2019-4-17
毛桃,3.88,2019-4-17
草莓报价,8.32,2019-4-17
甘蔗,0.56,2019-4-17
柚子,2.01,2019-4-17
西瓜报价,1.2,2019-4-17
苹果,2.94,2019-4-17
香蕉,2.4,2019-4-17
金丝枣报价,4.8,2019-4-17
石榴,12.65,2019-4-17
山楂,3.36,2019-4-17
李子报价,10.89,2019-4-17
青枣报价,3.4,2019-4-17
车厘子报价,38.68,2019-4-17
水蜜桃,6.72,2019-4-17
杨梅,16,2019-4-17
脐橙报价,2.54,2019-4-17
枇杷报价,19.21,2019-4-17
荔枝,8.45,2019-4-17
龙眼,19.43,2019-4-17
椰子,6.16,2019-4-17
樱桃,38.68,2019-4-17
蜜桔,7.6,2019-4-17
柿子,1.83,2019-4-17
木瓜,4.48,2019-4-16
鸭梨报价,7.5,2019-4-17
哈密瓜,2.46,2019-4-16
菠萝,1.92,2019-4-16
葡萄,7.38,2019-4-16
柑橘,3.47,2019-4-16
梨,1.52,2019-4-16
猕猴桃报价,14.66,2019-4-16
芒果,4.59,2019-4-16
柠檬,3.91,2019-4-16
红提子,25,2019-4-16
毛桃,4.44,2019-4-16
草莓报价,8.8,2019-4-16
甘蔗,0.52,2019-4-16
柚子,1.95,2019-4-16
金桔,5.26,2019-4-17
脐橙报价,2.62,2019-4-16
金丝枣报价,4.8,2019-4-16
西瓜报价,1.23,2019-4-16
蜜桔,6.1,2019-4-16
苹果,2.97,2019-4-16
香蕉,2.15,2019-4-16
蓝莓报价,50.12,2019-4-17
鸭梨报价,7.3,2019-4-16
青枣报价,3.32,2019-4-16
石榴,12.09,2019-4-16
山楂,3.36,2019-4-16
李子报价,8.79,2019-4-16
车厘子报价,38.06,2019-4-16
杨梅,16,2019-4-16
荔枝,7.63,2019-4-16
龙眼,12.35,2019-4-16
樱桃,38.06,2019-4-16
蓝莓报价,48.83,2019-4-16
柿子,2.45,2019-4-16
椰子,6.54,2019-4-16
榴莲报价,31.85,2019-4-24
榴莲报价,35.05,2019-4-23
榴莲报价,35.22,2019-4-19
榴莲报价,35.05,2019-4-22
榴莲报价,33.69,2019-4-17
金桔,5.56,2019-4-16
榴莲报价,35.33,2019-4-18
榴莲报价,33.59,2019-4-16
木瓜,4.77,2019-4-15
哈密瓜,2.46,2019-4-15
水蜜桃,6.86,2019-4-16
枇杷报价,16.73,2019-4-16
葡萄,7.38,2019-4-15
柑橘,3.47,2019-4-15
梨,1.63,2019-4-15
猕猴桃报价,14.32,2019-4-15
芒果,4.59,2019-4-15
柠檬,4.49,2019-4-15
菠萝,2.07,2019-4-15
红提子,25,2019-4-15
毛桃,4.61,2019-4-15
甘蔗,0.52,2019-4-15
柚子,2.04,2019-4-15
西瓜报价,1.25,2019-4-15
苹果,3.57,2019-4-15
脐橙报价,2.72,2019-4-15
草莓报价,8.8,2019-4-15
金丝枣报价,5,2019-4-15
李子报价,9.84,2019-4-15
鸭梨报价,4.6,2019-4-15
蜜桔,2.6,2019-4-15
青枣报价,2.42,2019-4-15
石榴,9.47,2019-4-15
山楂,3.03,2019-4-15
车厘子报价,35.3,2019-4-15
水蜜桃,6.42,2019-4-15
杨梅,16,2019-4-15
金桔,5.56,2019-4-15
枇杷报价,16.73,2019-4-15
荔枝,8.93,2019-4-15
香蕉,2.15,2019-4-15
龙眼,9.1,2019-4-15
椰子,6.79,2019-4-15
蓝莓报价,48.83,2019-4-15
柿子,2.45,2019-4-15
木瓜,4.42,2019-4-11
菠萝,2.28,2019-4-11
哈密瓜,2.44,2019-4-11
葡萄,7.39,2019-4-11
柑橘,3.46,2019-4-11
樱桃,37.95,2019-4-15
梨,1.56,2019-4-11
猕猴桃报价,14.39,2019-4-11
芒果,4.71,2019-4-11
柠檬,3.86,2019-4-11
红提子,25,2019-4-11
毛桃,3.91,2019-4-11
草莓报价,8.78,2019-4-11
甘蔗,0.54,2019-4-11
柚子,2.29,2019-4-11
西瓜报价,1.25,2019-4-11
苹果,3.61,2019-4-11
香蕉,2.23,2019-4-11
金丝枣报价,5,2019-4-11
脐橙报价,2.62,2019-4-11
鸭梨报价,7.3,2019-4-11
蜜桔,6.1,2019-4-11
石榴,10.02,2019-4-11
山楂,3.08,2019-4-11
水蜜桃,6.49,2019-4-11
车厘子报价,35.91,2019-4-11
荔枝,8.44,2019-4-11
李子报价,10.51,2019-4-11
龙眼,13.45,2019-4-11
椰子,6.04,2019-4-11
杨梅,16,2019-4-11
青枣报价,2.42,2019-4-11
枇杷报价,17.26,2019-4-11
樱桃,35.91,2019-4-11
蓝莓报价,48.73,2019-4-11
柿子,0.5,2019-4-11
榴莲报价,33.43,2019-4-11
榴莲报价,31.01,2019-5-20
木瓜,4.16,2019-5-20
金桔,5.81,2019-4-11
哈密瓜,2.72,2019-5-20
榴莲报价,29.39,2019-5-17
榴莲报价,27.88,2019-5-28
榴莲报价,29.05,2019-5-27
木瓜,4.51,2019-5-29
哈密瓜,2.53,2019-5-29
菠萝,2.55,2019-5-29
榴莲报价,31.99,2019-6-5
菠萝,2.31,2019-5-20
榴莲报价,29.34,2019-5-29
榴莲报价,24.62,2019-5-24
榴莲报价,31.45,2019-6-4
木瓜,4.73,2019-6-5
榴莲报价,32.2,2019-6-3
木瓜,4.91,2019-5-31
榴莲报价,32.45,2019-6-13
哈密瓜,2.51,2019-6-5
菠萝,3.6,2019-6-5
柠檬,3.43,2019-6-13
木瓜,4.45,2019-6-13
哈密瓜,2.19,2019-6-13
菠萝,3.03,2019-6-13
梨,1.68,2019-6-13
柑橘,2.65,2019-6-13
猕猴桃报价,13.32,2019-6-13
榴莲报价,32.49,2019-6-14
葡萄,5.92,2019-6-13
木瓜,4.41,2019-6-14
哈密瓜,2.29,2019-6-14
菠萝,3,2019-6-14
猕猴桃报价,12.89,2019-6-14
芒果,4.54,2019-6-14
葡萄,5.96,2019-6-14
柑橘,2.6,2019-6-14
梨,1.64,2019-6-14
柠檬,3.46,2019-6-14
红提子,25,2019-6-14
毛桃,2.41,2019-6-14
草莓报价,8.14,2019-6-14
甘蔗,0.63,2019-6-14
柚子,1.73,2019-6-14
西瓜报价,1.14,2019-6-14
苹果,2.86,2019-6-14
香蕉,2.03,2019-6-14
脐橙报价,2.68,2019-6-14
金丝枣报价,4.9,2019-6-14
鸭梨报价,9.4,2019-6-14
蜜桔,3.6,2019-6-14
石榴,7.74,2019-6-14
山楂,2.72,2019-6-14
李子报价,8.27,2019-6-14
车厘子报价,22.62,2019-6-14
水蜜桃,7.61,2019-6-14
杨梅,17.6,2019-6-14
金桔,5.82,2019-6-14
枇杷报价,11.38,2019-6-14
荔枝,14.08,2019-6-14
青枣报价,2.3,2019-6-14
龙眼,17.2,2019-6-14
椰子,5.76,2019-6-14
樱桃,22.62,2019-6-14
蓝莓报价,44.81,2019-6-14
柿子,11.28,2019-6-14
芒果,2.61,2019-6-13
红提子,25,2019-6-13
毛桃,2.49,2019-6-13
草莓报价,7.23,2019-6-13
甘蔗,0.61,2019-6-13
柚子,1.86,2019-6-13
西瓜报价,1.16,2019-6-13
苹果,2.88,2019-6-13
香蕉,2.01,2019-6-13
金丝枣报价,16,2019-6-13
脐橙报价,2.72,2019-6-13
鸭梨报价,9.4,2019-6-13
蜜桔,3.6,2019-6-13
青枣报价,2.27,2019-6-13
石榴,8.26,2019-6-13
山楂,3.06,2019-6-13
李子报价,8.41,2019-6-13
车厘子报价,22.27,2019-6-13
水蜜桃,7.69,2019-6-13
杨梅,17.6,2019-6-13
金桔,6.5,2019-6-13
枇杷报价,15.25,2019-6-13
